diff_zip,prime_session1,prime_session2,late_session1,late_session2,couple1,couple2,weekend1,weekend2,special_request2,booking_hour_ahead1_On_Demand,booking_hour_ahead2_On_Demand,market_maturity_Mature_Market,market_maturity_Medium_Age_Market,market_maturity_New_Market,signup_to_book_interval,booking_interval,quality_score1,quality_score2,quality_score_diff,revenue1,revenue2,discount_ratio1,discount_ratio2,income_level,num_hvc
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.984,0.364,0.8125,0.142857143,0.166666667,0,0,0.157420209,0.011235955
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.277777778,0.927777778,0.984,0.746,0.619959677,0.0995671,0.193602694,0.30303,0.206897,0.50545087,0.02247191
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.144444444,0.077777778,0.388,0.388,0.5,0.200577201,0.234006734,0,0,0.233056975,0
0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0.022222222,0,0.698,0.388,0.65625,0.401154401,0.234006734,0,0,0.446880652,0.179775281
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0.277777778,0.746,0.872,0.436491935,0.200577201,0.166666667,0,0,0.920401438,0.191011236
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.044444444,0.761111111,0.872,0.634,0.619959677,0.0995671,0.166666667,0.30303,0,0.187750162,0.179775281
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.754,0.404,0.67641129,0.142857143,0.126902357,0,0.284684,0.148218325,0
0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.355555556,1,0.61,0.694,0.45766129,0.142857143,0.166666667,0,0.5,0.1324482,0.269662921
1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0.077777778,0.894444444,0.396,0.992,0.199596774,0.142857143,0.166666667,0,0,0.199721677,0
0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0.311111111,0,0.61,0.618,0.495967742,0.012987013,0.166666667,0.909091,0,0.153426682,0
0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.811111111,0.984,0.746,0.619959677,0.209235209,0.244107744,0,0,0.237431269,0.191011236
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0.261111111,0.618,0.738,0.439516129,0.142857143,0.166666667,0,0,0.370767927,0.146067416
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.011111111,0.746,0.73,0.508064516,0,0,1,1,0.478933125,0.08988764
0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0.022222222,0.404,0.634,0.384072581,0.142857143,0.234006734,0,0,0.216597841,0.011235955
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.544444444,0.438888889,0.516,0.678,0.418346774,0.200577201,0.234006734,0,0,0.255735312,0.06741573
1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.088888889,0.738,1,0.367943548,0.209235209,0.267676768,0,0,0.166300253,0.011235955
0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.466666667,0.618,0.984,0.315524194,0.142857143,0.35016835,0,0,0.252131619,0.112359551
0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0.194444444,0.364,0.69,0.335685484,0.278499278,0.35016835,0,0,0.289546569,0.02247191
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.633333333,0.038888889,0.738,0.738,0.5,0.26992785,0.314915825,0,0,0.267307928,0.011235955
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.677777778,0.84,0.614,0.61391129,0,0,0,0,0.231402449,0.157303371
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.976,1,0.487903226,0.0995671,0.116161616,0.30303,0.30303,0.596807898,0.123595506
0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0.35,0.658,0.618,0.52016129,0.285714286,0.166666667,0,0,0.453911254,0.056179775
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.044444444,0.055555556,0.73,0.666,0.532258065,0.142857143,0.166666667,0,0,0.258740656,0.02247191
0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.444444444,0.194444444,0.73,0.738,0.495967742,0.142857143,0.116161616,0,0.30303,0.20987548,0.640449438
0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0.038888889,0.738,0.738,0.5,0.0995671,0.166666667,0.30303,0,0.346049763,0.898876404
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0.077777778,0.754,0.754,0.5,0.278499278,0.166666667,0,0,0.632028902,0.04494382
0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0.577777778,0.25,0.63,0.746,0.441532258,0.256854257,0.468013468,0.10101,0,0.373075197,0.191011236
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.5,0.005555556,0.618,0.466,0.576612903,0.171717172,0.234006734,0.143885,0,0.284913897,0.382022472
0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0.666666667,0.072222222,0.634,0.634,0.5,0.243867244,0.284511785,0,0,0.261011663,0
0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0.011111111,0.05,0.992,0.928,0.532258065,0,0,0,0,0.310429859,0.179775281
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.1,0.618,0.618,0.5,0.142857143,0.116161616,0,0.30303,0.177977127,0.02247191
1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.233333333,0.738,0.82,0.458669355,0.142857143,0.141414141,0.232558,0.348837,0.403423282,0
0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0.077777778,0.626,0.642,0.491935484,0.20961039,0.251818182,0,0.091141,0.427280186,0.157303371
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.011111111,0.222222222,0.754,0.686,0.534274194,0.200577201,0.284511785,0,0,0.346725172,0.011235955
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.3,0.677777778,0.984,0.626,0.680443548,0.0995671,0.090909091,0.30303,0.454545,0.564066417,0.247191011
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.033333333,0.634,0.69,0.471774194,0.157287157,0.183501684,0,0,0.207019723,0.033707865
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.122222222,0.577777778,0.492,0.364,0.564516129,0.200577201,0.234006734,0,0,0.392408219,0.033707865
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.327777778,0.642,0.876,0.382056452,0.350649351,0.505050505,0.10989,0,0.126822812,0
0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0.666666667,0.088888889,0.872,0.872,0.5,0.0995671,0.166666667,0.30303,0,0.113323693,0.08988764
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0.626,0.73,0.447580645,0.200577201,0.166666667,0,0,0.22875974,0.348314607
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0.618,0.634,0.491935484,0.0995671,0.116161616,0.30303,0.30303,0.406084122,0.02247191
1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0.311111111,0.852,0.738,0.557459677,0.209235209,0.166666667,0,0,0.356765651,0.337078652
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.388888889,0.522222222,0.984,0.984,0.5,0.142857143,0.166666667,0,0,0.16897016,0.06741573
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.033333333,0,0.992,0.748,0.622983871,0.381515152,0.226952862,0.01856,0,0.386941484,0
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.111111111,0.038888889,0.634,0.634,0.5,0.200577201,0.234006734,0,0,0.362508896,0.04494382
0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0.033333333,0.872,0.872,0.5,0.200577201,0.14983165,0,0.10101,0.284913897,0.382022472
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0.872,1,0.435483871,0.142857143,0.166666667,0,0,0.440466531,0.112359551
0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0.011111111,1,0.738,0.86,0.438508065,0.194531025,0.454814815,0,0.035694,0.434940868,0.134831461
0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0.038888889,0.626,0.626,0.5,0.142857143,0.183501684,0,0.215827,0.356040379,0
0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0.127777778,0.992,0.61,0.692540323,0.33024531,0.314915825,0,0,0.167365496,0.011235955
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.433333333,0.027777778,0.864,0.864,0.5,0.0995671,0.166666667,0.30303,0,0.28813229,1
0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.266666667,0.322222222,0.746,0.746,0.5,0.200577201,0.166666667,0,0,0.187437389,0.078651685
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.477777778,1,0.738,0.984,0.376008065,0.157287157,0.166666667,0.215827,0,0.266183757,0.123595506
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.658,0.512,0.57358871,0.3001443,0.35016835,0,0,0.306422734,0.056179775
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.746,1,0.371975806,0.266955267,0.345117845,0.097561,0,0.363170706,0.011235955
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0.088888889,0.992,0.992,0.5,0.142857143,0.244107744,0,0,0.590461771,0.123595506
0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0.061111111,0.984,0.992,0.495967742,0.142857143,0.193602694,0,0.206897,0.388931448,0.08988764
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.322222222,0.754,0.992,0.380040323,0.142857143,0,0,1,0.068578966,0.06741573
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.492,0.618,0.436491935,0.142857143,0.234006734,0,0,0.376592765,0.235955056
0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0.188888889,0.624,0.618,0.503024194,0.3001443,0.244107744,0,0,0.304736477,0.011235955
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.2,0.6,0.602,0.746,0.427419355,0.285800866,0.343063973,0,0,0.522426759,0.02247191
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.433333333,0.85,0.626,0.516,0.555443548,0.142857143,0.166666667,0,0,0.153444814,0.02247191
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.738,0.864,0.436491935,0.200577201,0.244107744,0,0,0.423114407,0.011235955
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011111111,1,0.984,0.84,0.572580645,0.0995671,0.124579125,0.30303,0.321101,0.193575,0.06741573
0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.022222222,0.05,0.984,0.856,0.564516129,0,0.166666667,1,0,0.334259566,0.011235955
0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0.011111111,0.7,0.73,0.992,0.367943548,0.256854257,0.324915825,0.144231,0.093897,0.260880208,0.02247191
0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.055555556,0.754,0.754,0.5,0.142857143,0.14983165,0,0.10101,0.2719406,0.112359551
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.4,0.016666667,0.984,0.984,0.5,0.200577201,0.166666667,0,0,0.300566165,0.224719101
0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.388888889,0.864,0.69,0.587701613,0,0,1,1,0.648030208,0.011235955
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.488888889,0.022222222,0.856,0.618,0.619959677,0.243867244,0.284511785,0,0,0.585371271,0.617977528
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.322222222,0.155555556,0.578,0.594,0.491935484,0.285714286,0.333333333,0,0,0.216792758,0.011235955
1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.077777778,1,0.38,0.868,0.254032258,0.256854257,0.468013468,0.10101,0,0.197690916,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.111111111,0.754,0.754,0.5,0.243867244,0.284511785,0,0,0.352640669,0.033707865
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0.634,0.69,0.471774194,0.142857143,0.166666667,0,0,0.246882465,0.02247191
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.077777778,0.992,0.992,0.5,0.113997114,0.116161616,0.20202,0.30303,0.432017116,0.280898876
1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.34,0.622,0.357862903,0.0995671,0.183501684,0.30303,0.215827,0.345066113,0.157303371
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.305555556,0.618,0.984,0.315524194,0.0995671,0.244107744,0.30303,0,0.310670106,0.393258427
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0.774,0.872,0.450604839,0.256854257,0.193602694,0.10101,0.206897,0.490931838,0.033707865
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.492,0.864,0.3125,0.0995671,0.166666667,0.30303,0,0.319228311,0.146067416
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.322222222,0.333333333,0.642,0.642,0.5,0.142857143,0.166666667,0,0,0.441069413,0
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.527777778,0.746,0.984,0.380040323,0.142857143,0.166666667,0,0,0.311109802,0.382022472
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.011111111,0.144444444,0.754,0.992,0.380040323,0.0995671,0,0.30303,1,0.21908643,0.101123596
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.083333333,1,0.746,0.628024194,0.157287157,0.234006734,0.215827,0,0.283508683,0.02247191
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.722222222,0.033333333,0.872,0.872,0.5,0.142857143,0.166666667,0,0,0.431953655,0.04494382
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.61,0.828,0.390120968,0.142857143,0,0,1,0.220895076,0
0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0.077777778,0.626,0.626,0.5,0.142857143,0.333333333,0,0,0.325687761,0.04494382
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.077777778,0.762,0.508,0.628024194,0.200577201,0.234006734,0,0,0.203665342,0
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.15,0.618,0.75,0.433467742,0.113997114,0.166666667,0.20202,0,0.329645025,0.123595506
0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0.038888889,0.482,0.46,0.51108871,0.142857143,0.333333333,0,0,0.463498438,0.168539326
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.266666667,0.055555556,0.992,0.634,0.680443548,0.200577201,0.310824916,0,0,0.113980971,0.06741573
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.177777778,0.61,0.61,0.5,0.157287157,0.183501684,0,0,0.779449428,0.04494382
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.155555556,0.984,0.984,0.5,0.200577201,0.234006734,0,0,0.068578966,0.06741573
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.055555556,0.522222222,0.69,0.984,0.351814516,0.194531025,0.183501684,0,0,0.208062301,0.011235955
0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.111111111,0.322222222,0.984,0.738,0.623991935,0.256854257,0.166666667,0.10101,0,0.338606663,0
0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0.433333333,0.083333333,0.738,0.992,0.371975806,0.200577201,0.065656566,0,0.606061,0.413228048,0.078651685
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.077777778,0,0.61,0.872,0.367943548,0.425685426,0.244107744,0.016667,0,0.198502314,0
0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.344444444,0.055555556,0.738,0.516,0.611895161,0.142857143,0.234006734,0,0,0.41203135,0.134831461
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.722222222,0.066666667,0.554,0.864,0.34375,0.085137085,0.217171717,0.40404,0.071942,0.345066113,0.157303371
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.746,0.984,0.380040323,0.142857143,0.124579125,0,0.252525,0.148608158,0.011235955
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.2,0.474,0.746,0.362903226,0.200577201,0.234006734,0,0,0.269678659,0.033707865
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0.022222222,0.626,0.626,0.5,0.200577201,0.234006734,0,0,0.224974729,0
0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.566666667,0.984,0.976,0.504032258,0.285714286,0.234006734,0,0,0.326657812,0.213483146
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.746,0.754,0.495967742,0.243867244,0.314915825,0,0,0.446880652,0.179775281
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.322222222,0.618,0.746,0.435483871,0.157287157,0.234006734,0.215827,0,0.456499567,0.157303371
0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0.05,0.984,0.992,0.495967742,0.142857143,0.234006734,0,0,0.452147937,0.02247191
0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0.333333333,0.746,0.388,0.680443548,0.243867244,0.284511785,0,0,0.13060329,0.02247191
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.038888889,0.61,0.674,0.467741935,0.194531025,0.218148148,0,0.037153,0.37300267,0.168539326
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.022222222,1,0.802,0.738,0.532258065,0.142857143,0.166666667,0,0,0.229258364,0.02247191
0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.011111111,0.105555556,0.618,0.642,0.487903226,0.200577201,0.116161616,0,0.30303,0.245382059,0.078651685
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333333333,0.294444444,0.508,0.634,0.436491935,0.142857143,0.166666667,0,0,0.339282072,0.02247191
0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0.634,0.738,0.447580645,0.216176046,0.285875421,0,0,0.425539534,0
0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0.111111111,0.482,0.482,0.5,0.142857143,0.166666667,0,0,0.457406157,0
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.333333333,0.626,0.992,0.315524194,0.0995671,0.107744108,0.30303,0.353535,0.310670106,0.393258427
0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.294444444,0.742,0.618,0.5625,0.256854257,0.217171717,0.10101,0.071942,0.154986016,0.123595506
0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.022222222,0.027777778,0.984,0.864,0.560483871,0.128427128,0.175084175,0.183486,0.045872,0.463498438,0.168539326
0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0.511111111,0.172222222,0.626,0.746,0.439516129,0.401154401,0.468013468,0,0,0.585371271,0.617977528
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.455555556,0.038888889,0.746,0.626,0.560483871,0.193362193,0.234006734,0.035971,0,0.512948365,0.078651685
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.177777778,0.824,0.984,0.419354839,0.142857143,0.166666667,0,0,0.564066417,0.247191011
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.077777778,0.61,0.984,0.311491935,0.243867244,0.276094276,0,0.029586,0.419710163,0.011235955
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.011111111,0,0.678,0.992,0.341733871,0.106782107,0.158249158,0.252525,0.050505,0.463498438,0.168539326
1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.127777778,0.984,0.508,0.739919355,0.209235209,0.602693603,0,0,0.670726677,0.325842697
0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0.088888889,0.364,0.984,0.1875,0.209235209,0.193602694,0,0.206897,0.4443558,0
0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0.022222222,0.738,0.746,0.495967742,0.142857143,0,0,1,0.352114847,0.033707865
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0.038888889,0.976,0.856,0.560483871,0.128427128,0.217171717,0.10101,0.188679,0.472337686,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.033333333,1,0.508,0.482,0.513104839,0.200577201,0.234006734,0.177515,0,0.156060324,0.011235955
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.005555556,0.348,0.634,0.355846774,0.200577201,0.234006734,0,0,0.417162647,0.101123596
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0.738,0.626,0.556451613,0.142857143,0.166666667,0,0,0.291232826,0.033707865
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.055555556,0.055555556,0.508,0.5,0.504032258,0.157287157,0,0.35503,1,0.255572126,0.02247191
0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0.634,0.626,0.504032258,0.142857143,0.166666667,0,0,0.427896667,0.112359551
1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0.366666667,0.754,0.992,0.380040323,0.200577201,0.166666667,0,0,0.166984728,0.08988764
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.011111111,0.508,0.754,0.376008065,0.0995671,0.166666667,0.30303,0,0.233791312,0.02247191
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.088888889,0.283333333,0.774,0.746,0.514112903,0.113997114,0.116161616,0.20202,0.30303,0.2719406,0.112359551
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.022222222,0.694,0.754,0.469758065,0.209235209,0.166666667,0,0,0.267720426,0
0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.244444444,0.2,0.976,0.618,0.680443548,0.285714286,0.116161616,0,0.30303,0.140154211,0.011235955
0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0.155555556,0.976,0.806,0.585685484,0.3001443,0.35016835,0,0,0.083664616,0.123595506
0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0.86,0.864,0.497983871,0.24963925,0.543771044,0.126263,0.015244,0.335410934,0.123595506
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0.061111111,0.73,0.622,0.554435484,0.285714286,0.333333333,0,0,0.253151532,0
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.161111111,0.562,0.686,0.4375,0.285714286,0.333333333,0,0,0.296500111,0
1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.033333333,0.444,0.992,0.223790323,0.200577201,0.14983165,0,0.10101,0.363338425,0.078651685
0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0.061111111,0.864,0.488,0.689516129,0.285714286,0.333333333,0,0,0.354517309,0.191011236
0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.116666667,1,0.762,0.619959677,0.0995671,0.333333333,0.30303,0,0.155675024,0.011235955
1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0.856,0.66,0.598790323,0.256854257,0.333333333,0.10101,0,0.23953909,0.078651685
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0.738,0.738,0.5,0.202020202,0.252205387,0.034483,0,0.300620561,0.056179775
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.544444444,0.984,0.992,0.495967742,0.0995671,0.14983165,0.30303,0.10101,0.456499567,0.157303371
0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.027777778,0.356,0.618,0.367943548,0.243867244,0.284511785,0,0,0.51277158,0
1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0.55,0.618,0.754,0.431451613,0.142857143,0.166666667,0,0,0.136187882,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.822222222,0.194444444,0.992,0.754,0.619959677,0.157287157,0.166666667,0.215827,0,0.21253632,0.04494382
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0.011111111,0,0.81,0.798,0.506048387,0.564213564,0.658249158,0,0,0.576214717,0.123595506
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.444444444,0.755555556,0.868,0.634,0.617943548,0.343809524,0.174175084,0.111832,0.224786,0.357341335,0.033707865
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0.111111111,0.488888889,0.63,0.38,0.626008065,0.312150072,0.364175084,0,0,0.113980971,0.06741573
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.883333333,0.992,0.872,0.560483871,0.0995671,0.217171717,0.30303,0.188679,0.284913897,0.382022472
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.15,0.694,0.63,0.532258065,0.401154401,0.468013468,0,0,0.901399321,0.033707865
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.05,0.872,0.754,0.559475806,0.194531025,0.226952862,0,0,0.357277874,0.078651685
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.508,0.848,0.328629032,0.200577201,0.234006734,0,0,0.829311853,0.02247191
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.011111111,1,0.984,0.738,0.623991935,0.142857143,0.234006734,0,0,0.187750162,0.179775281
0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.383333333,0.496,0.806,0.34375,0.401154401,0.333333333,0,0,0.41203135,0.134831461
0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0.566666667,1,0.516,0.746,0.384072581,0.200577201,0.234006734,0,0,0.25603902,0.04494382
1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0.611111111,0.211111111,0.856,0.602,0.628024194,0.142857143,0.2003367,0,0,0.325687761,0.04494382
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.022222222,0.027777778,0.516,0.516,0.5,0.200577201,0.234006734,0,0,0.275344844,0.02247191
0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0.69,0.746,0.471774194,0.432900433,0.244107744,0,0,0.284664585,0.011235955
0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.044444444,0.011111111,0.618,0.634,0.491935484,0.200577201,0.2003367,0,0.143885,0.330692136,0.078651685
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.061111111,0.516,0.516,0.5,0.142857143,0.166666667,0,0,0.270267943,0.056179775
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.016666667,0.738,0.872,0.432459677,0.200577201,0.276094276,0,0.029586,0.321376928,0.08988764
0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0.824,0.864,0.47983871,0.401154401,0.35016835,0,0,0.585371271,0.617977528
0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.277777778,1,0.618,0.746,0.435483871,0,0,0,0,0.311109802,0.382022472
1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0.555555556,0.984,0.634,0.67641129,0.157287157,0.166666667,0.215827,0,0.419338462,0.06741573
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0.011111111,0.172222222,0.524,0.746,0.388104839,0.285714286,0.166666667,0,0,0.158458254,0.179775281
0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0.011111111,0.072222222,0.992,0.602,0.696572581,0.157287157,0.2003367,0.215827,0.143885,0.18307216,0.056179775
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.022222222,0.188888889,0.992,0.976,0.508064516,0.113997114,0.111111111,0.20202,0.333333,0.350469387,0
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.583333333,0.864,0.618,0.623991935,0.056277056,0.166666667,0.606061,0,0.354517309,0.191011236
